loss,params,iteration,estimators,train_time
0.23161642029074403,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8348790504109588, 'learning_rate': 0.015127283191317923, 'min_child_samples': 250, 'num_leaves': 48, 'reg_alpha': 0.5919832355579968, 'reg_lambda': 0.2540519231341276, 'subsample_for_bin': 40000, 'subsample': 0.8522541576307574, 'metric': 'auc'}",67,220,7.48941967174278
0.24009769206125187,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.836471149494639, 'learning_rate': 0.018480044704559804, 'min_child_samples': 335, 'num_leaves': 56, 'reg_alpha': 0.58166234949271, 'reg_lambda': 0.13171053204517846, 'subsample_for_bin': 40000, 'subsample': 0.8535182157910518, 'metric': 'auc'}",68,143,5.053493298049204
0.23976429681014522,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8905906434032747, 'learning_rate': 0.02305491194788283, 'min_child_samples': 190, 'num_leaves': 44, 'reg_alpha': 0.5284765688675742, 'reg_lambda': 0.1792435128513049, 'subsample_for_bin': 20000, 'subsample': 0.8375105301600952, 'metric': 'auc'}",69,67,3.5278480671619263
0.23458417860532177,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7869574080162433, 'learning_rate': 0.027261385659413318, 'min_child_samples': 215, 'num_leaves': 31, 'reg_alpha': 0.4815118729831722, 'reg_lambda': 0.2689117457170396, 'subsample_for_bin': 60000, 'subsample': 0.8914271606517962, 'metric': 'auc'}",70,124,4.513845880148779
0.23884506905952985,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9309952023155889, 'learning_rate': 0.012578269180089157, 'min_child_samples': 300, 'num_leaves': 65, 'reg_alpha': 0.6331111342742745, 'reg_lambda': 0.4281816926561108, 'subsample_for_bin': 40000, 'subsample': 0.9786468256697906, 'metric': 'auc'}",71,266,6.051582548199633
0.23727408011737494,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8550174021507502, 'learning_rate': 0.01983034114427639, 'min_child_samples': 285, 'num_leaves': 73, 'reg_alpha': 0.5697832107034523, 'reg_lambda': 0.34365500174852937, 'subsample_for_bin': 20000, 'subsample': 0.8261301812134101, 'metric': 'auc'}",72,124,3.818150755084048
0.23700223044154334,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8734655840192815, 'learning_rate': 0.016418113061633852, 'min_child_samples': 235, 'num_leaves': 38, 'reg_alpha': 0.4425528420946906, 'reg_lambda': 0.2262244880496533, 'subsample_for_bin': 80000, 'subsample': 0.9136872846953419, 'metric': 'auc'}",73,205,5.440275168505593
0.23260483260278575,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8279118902457927, 'learning_rate': 0.01336312498434355, 'min_child_samples': 255, 'num_leaves': 58, 'reg_alpha': 0.6667741871780131, 'reg_lambda': 0.09502257652536752, 'subsample_for_bin': 120000, 'subsample': 0.8703813459826613, 'metric': 'auc'}",74,272,6.369131810520969
0.23716435894471477,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333664257294819, 'learning_rate': 0.01093422664269695, 'min_child_samples': 355, 'num_leaves': 81, 'reg_alpha': 0.74900907883016, 'reg_lambda': 0.24420219068607588, 'subsample_for_bin': 20000, 'subsample': 0.7401906589374698, 'metric': 'auc'}",75,414,7.410737233834595
0.23935684973358162,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9045832100758474, 'learning_rate': 0.014794915250169034, 'min_child_samples': 180, 'num_leaves': 46, 'reg_alpha': 0.484507563613379, 'reg_lambda': 0.055485326904147175, 'subsample_for_bin': 40000, 'subsample': 0.935751170040882, 'metric': 'auc'}",76,224,8.443453479356606
0.2320677823565408,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8143649044037133, 'learning_rate': 0.04573254699766375, 'min_child_samples': 275, 'num_leaves': 51, 'reg_alpha': 0.2780073619074415, 'reg_lambda': 0.4533691256973612, 'subsample_for_bin': 60000, 'subsample': 0.7999527282502948, 'metric': 'auc'}",77,65,2.9977723599000683
0.23888873791019494,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7098375233683566, 'learning_rate': 0.023695944125789774, 'min_child_samples': 315, 'num_leaves': 32, 'reg_alpha': 0.7027087931600847, 'reg_lambda': 0.693611211837931, 'subsample_for_bin': 80000, 'subsample': 0.7136255021249127, 'metric': 'auc'}",78,151,4.162123789049474
0.2439002444677414,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9257439962063867, 'learning_rate': 0.02034246586966994, 'min_child_samples': 245, 'num_leaves': 87, 'reg_alpha': 0.5240803912068785, 'reg_lambda': 0.1014290215871293, 'subsample_for_bin': 100000, 'subsample': 1.0, 'metric': 'auc'}",79,44,1.9819877186853319
0.24332557090411122,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.957150676823907, 'learning_rate': 0.017391490587598053, 'min_child_samples': 155, 'num_leaves': 93, 'reg_alpha': 0.36424906071003416, 'reg_lambda': 0.34969061856672956, 'subsample_for_bin': 200000, 'subsample': 0.5490762111054596, 'metric': 'auc'}",80,169,13.547687278502906
0.23864077601042688,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8816415640334622, 'learning_rate': 0.028807312667783358, 'min_child_samples': 220, 'num_leaves': 35, 'reg_alpha': 0.6151271210289964, 'reg_lambda': 0.5689098565492919, 'subsample_for_bin': 140000, 'subsample': 0.8655779102832323, 'metric': 'auc'}",81,94,4.775001507473917
0.2388111204395822,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6857665094371549, 'learning_rate': 0.010129694715844297, 'min_child_samples': 500, 'num_leaves': 76, 'reg_alpha': 0.24878204059579845, 'reg_lambda': 0.008605625860791555, 'subsample_for_bin': 60000, 'subsample': 0.6600027245921031, 'metric': 'auc'}",82,52,3.280529980768506
